当前数据库信息：
jdbc:oracle:thin:@192.168.10.213:1521:testdb, yn01700_p, yn01700_p
==================


1、数据库实例信息


2、安装环境信息


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.4.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.4.0

PL/SQL, Production, 11.2.0.4.0

TNS for Linux:, Production, 11.2.0.4.0


4、数据库安装配置信息

parameter, value

AE19, AAE122, 变更项目

AE19, AAE155, 变更项目中文含义

AE19, AAE123, 变更前信息

AE19, AAE301, 变更前值描述

AE19, AAE124, 变更后信息

AE19, AAE302, 变更后值描述

AE02A2, AAZ002, 业务日志ID

AE02A2, AAZ310, 批量业务事件ID

AE02A2, AAA121, 业务类型编码

AE02A2, AAZ010, 当事人ID

AE02A2, AAA028, 当事人类别

AE02A2, AAE044, 名称

AE02A2, YAE248, 数据来源

AE02A2, YAB139, 参保所属机构

AE02A2, AAE416, 复核总级次

AE02A2, AAE419, 当前级次

AE02A2, YAA017, 业务办理状态

AE02A2, AAE189, 审批意见

AE02A2, AAE011, 经办人

AE02A2, AAE036, 经办时间

AE02A2, YAB003, 经办所属机构

AE02A2, AAA792, 是否已经回退

AE02A2, AAA832, 是否可回退

AE02A2, AAE013, 备注

AE02A3, AAZ002, 业务日志ID

AE02A3, AAZ310, 批量业务事件ID

AE02A3, AAA121, 业务类型编码

AE02A3, AAZ010, 当事人ID

AE02A3, AAA028, 当事人类别

AE02A3, AAE044, 名称

AE02A3, YAE248, 数据来源

AE02A3, YAB139, 参保所属机构

AE02A3, AAE416, 复核总级次

AE02A3, AAE419, 当前级次

AE02A3, YAA017, 业务办理状态

AE02A3, AAE189, 审批意见

AE02A3, AAE011, 经办人

AE02A3, AAE036, 经办时间

AE02A3, YAB003, 经办所属机构

AE02A3, AAA792, 是否已经回退

AE02A3, AAA832, 是否可回退

AE02A3, AAE013, 备注

AE02A4, AAZ002, 业务日志ID

AE02A4, AAZ310, 批量业务事件ID

AE02A4, AAA121, 业务类型编码

AE02A4, AAZ010, 当事人ID

AE02A4, AAA028, 当事人类别

COMP_SERVERADDRESS, C_SERVER_CODE, 服务名

COMP_SERVERADDRESS, C_SERVER_NAME, 服务名称

COMP_SERVERADDRESS, C_SERVERADDRESS, 构件发布地址

COMP_SERVERADDRESS, C_ACCESSTYPE, 访问协议(T3\WEBSERVICE)

COMP_SERVERADDRESS, C_BZ, 备注

AC36, AAZ184, 人员工资变更事件ID

AC36, AAZ002, 业务日志ID

AC36, AAB001, 单位ID

AC36, AAC001, 人员ID

AC36, AAE127, 申请日期

AC36, AAE011, 经办人

AC36, AAE036, 经办时间(DATE)

AC36, YAB003, 经办所属机构

AC36, AAE014, 复核人

AC36, AAE015, 复核时间

AC36, AAE016, 复核标志

AC36, YAB004, 复核经办机构

AC36, AAE013, 备注

AC37A1, YAZ313, 工资指标变更明细ID

AC37A1, YAC598, 工资指标类型

AC37A1, YAC599, 工资指标值

AC39, AAZ190, 人员缴费基数变更明细ID

AC37A1, AAZ183, 人员工资变更明细ID

AC37A2, YAC600, 工资项类型

AC37A2, YAC601, 工资项值

AC39, AAZ191, 人员缴费基数变更事件ID

AC37A2, YAZ314, 工资项变更明细ID

AC35A1, YAZ307, 工资指标明细ID

AC35A1, YAC598, 工资指标类型

AC35A1, YAC599, 工资指标值

AC35A1, AAZ182, 人员工资ID

AC35A2, YAZ308, 工资项明细ID

AC35A2, YAC600, 工资项类型

AC35A2, YAC601, 工资项值

AC35A2, AAZ182, 人员工资ID

AC39, AAE140, 险种类型

AC39, YAC084, 险种离退休标志

AC39, AAE149, 年月

AC39, AAC040, 工资

AC39, AAE180, 人员缴费基数

AC39, AAZ136, 基数核定规则参数ID

AC39, AAZ159, 人员参保关系ID

AC39, YAB139, 参保所属机构

AC39, AAE013, 备注

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAZ182, 人员工资ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAC001, 人员ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAE140, 险种类型

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAC040, 工资

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAE149, 年月

BIN$IMc61jD5YJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAZ159, 人员参保关系ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAE110, 核定标志

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAE011, 经办人

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAE036, 经办时间(DATE)

BIN$IMc61jD5YJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAZ184, 人员工资变更事件ID

BIN$IMc61jD5YJHgU9UKqMComQ==$0, AAZ183, 人员工资变更明细ID

AE19, YAE876, 数据源表主键CODE

AE19, YAE873, 数据源表主键VALUE

AC31, AAZ205, 人员信息变更明细ID

AC31, AAZ206, 人员信息变更事件ID

AC31, AAE157, 变更项目所在表

AC31, YAE141, 变更项目所在表中文含义

AC31, AAE122, 变更项目

AC31, AAE155, 变更项目中文含义

AC31, AAE123, 变更前信息

AC31, AAE301, 变更前值描述

AC31, AAE124, 变更后信息

AC31, AAE302, 变更后值描述

AC31, YAE876, 数据源表主键CODE

AC31, YAE873, 数据源表主键VALUE

AC30, AAZ206, 人员信息变更事件ID

AC30, AAC001, 人员ID

AC30, AAA121, 业务类型编码

AC30, AAE035, 变更日期

AC30, AAE160, 变更原因

AC30, AAE013, 备注

AC30, AAE011, 经办人

AC30, AAE036, 经办时间

AC30, YAB003, 经办所属机构

AC30, AAE016, 复核标志

AC30, AAE014, 复核人

AC30, AAE015, 复核时间

AC30, YAB004, 复核经办机构

AC30, AAZ002, 业务日志ID

AC20, AAZ157, 人员社会保险明细ID

AC20, AAZ159, 人员参保关系ID

AC20, AAZ165, 人员参保险种登记事件ID

AC20, AAC008, 人员参保状态

AC20, AAC049, 首次参保年月

AC20, AAC030, 个人参保日期

AC20, AAE206, 账户建立年月

AC20, AAC001, 人员ID

AC20, AAB001, 单位编号

AC20, AAE140, 险种类型

AC20, AAC013, 用工形式

AC20, YAC119, 本次参加工作时间

AC20, AAE041, 开始年月

AC20, AAE042, 终止年月

AC20, YAC084, 险种离退休标志

AC20, YAC110, 退休待遇开始年月

AC20, YAB139, 参保所属机构

AC20, YAE097, 最大做账期号

AC20, YAE102, 协议ID

AC20, YAC120, 人员类型

AC20, YAC121, 人员类别

AC20, YAZ289, 征缴规则类型ID

AC20, AAZ136, 基数核定规则参数ID

AC20, AAZ163, 人员参保记录变更事件ID

AC02, AAZ159, 人员参保关系ID

AC02, AAC001, 人员ID

AC02, AAB001, 单位ID

AC02, AAE140, 险种类型

AC02, AAC013, 用工形式

AC02, AAC008, 人员参保状态

AC02, AAC049, 首次参保年月

AC02, AAC030, 个人参保日期

AC02, AAE206, 账户建立年月

AC02, YAC119, 本次参加工作时间

AC02, AAE041, 开始年月

AC02, AAE042, 终止年月

AC02, YAC120, 人员类型

AC02, YAC121, 人员类别

AC02, YAZ289, 征缴规则类型ID

AC02, AAZ136, 基数核定规则参数ID

AC02, YAE097, 最大做账期号

AC02, YAB139, 参保所属机构

AC02, YAE102, 协议ID

AC02, YAC084, 险种离退休标志

AC02, YAC110, 退休待遇开始年月

AC02, AAZ165, 人员参保险种登记事件ID

AC02, YAA100, 锁定标志

AE18, AAA121, 业务类型编码

AC23, AAA121, 业务类型编码

AB32, AAA121, 业务类型编码

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE567, 人员核定事件ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAC001, 人员ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE140, 险种类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAA115, 应缴类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAC040, 工资

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE180, 人员缴费基数

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE002, 做账期号

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE003, 对应费款所属期

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE078, 到账标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE079, 到账年月

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE078, 人员到账标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE079, 人员到账年月

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAZ113, 浮动费率参数ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAZ289, 征缴规则类型ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAZ136, 基数核定规则参数ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE518, 当事人核定ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAC013, 用工形式

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAC084, 险种离退休标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAC120, 人员类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAC121, 人员类别

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE001, 年度

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AKC023, 年龄

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE041, 开始年月

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE042, 终止年月

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAZ159, 人员参保关系ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAA052, 定额标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AJA004, 农民工标示

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE201, 缴费月数

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE013, 备注

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE248, 数据来源

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB301, 所属行政区划代码

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAC008, 临时缴费账户标识

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE583, 个人补退核定事件ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE588, 原人员核定明细ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE250, 账户处理标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE589, 核定数据状态

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB019, 单位类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB022, 行业代码

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAA149, 行业风险类别

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB021, 隶属关系

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB020, 经济类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAZ083, 当事人征缴计划事件ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAE215, 合并前个人ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAC561, 原人员参保关系ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE011, 经办人

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE036, 经办时间(DATE)

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE100, 当前有效标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, YAZ160, 人员参保关系转移信息ID

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB114, 单位应缴实账标志

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAB299, 转出地行政区划代码

AC43A2, YAE567, 人员核定事件ID

AC43A2, AAZ002, 业务日志ID

AC43A2, AAC001, 人员ID

AC43A2, AAE140, 险种类型

AC43A2, AAB001, 单位ID

AC43A2, AAA115, 应缴类型

AC43A2, AAC040, 工资

AC43A2, AAE180, 人员缴费基数

AC43A2, AAE002, 做账期号

AC43A2, AAE003, 对应费款所属期

AC43A2, AAE078, 到账标志

AC43A2, AAE079, 到账年月

AC43A2, YAE078, 人员到账标志

AC43A2, YAE079, 人员到账年月

AC43A2, AAZ113, 浮动费率参数ID

AC43A2, YAZ289, 征缴规则类型ID

AC43A2, AAZ136, 基数核定规则参数ID

AC43A2, YAE518, 当事人核定ID

AC43A2, AAC013, 用工形式

AC43A2, YAC084, 险种离退休标志

AC43A2, YAC120, 人员类型

AC43A2, YAC121, 人员类别

AC43A2, YAB019, 单位管理类型

AC43A2, AAE001, 年度

AC43A2, AKC023, 年龄

AC43A2, AAE041, 开始年月

AC43A2, AAE042, 终止年月

AC43A2, AAZ159, 人员参保关系ID

AC43A2, YAB139, 参保所属机构

AC43A2, AAA052, 定额标志

AC43A2, AJA004, 农民工标示

AC43A2, AAE201, 缴费月数

AC43A2, AAE013, 备注

AC43A2, YAE248, 数据来源

AC43A2, AAB301, 所属行政区划代码

AC43A2, YAC008, 临时缴费账户标识

AC43A2, YAE583, 个人补退核定事件ID

AC43A2, YAE588, 原人员核定明细ID

AC43A2, YAE250, 账户处理标志

AC43A2, YAE589, 核定数据状态

AC43A2, AAB019, 单位类型

AC43A2, AAB022, 行业代码

AC43A2, AAA149, 行业风险类别

AC43A2, AAB021, 隶属关系

AC43A2, AAB020, 经济类型

AC43A2, AAZ083, 当事人征缴计划事件ID

AC43A2, YAE215, 合并前个人ID

AC43A2, YAC561, 原人员参保关系ID

AC43A2, AAE011, 经办人

AC43A2, AAE036, 经办时间(DATE)

AC43A2, YAB003, 经办所属机构

AC43A2, AAE100, 当前有效标志

AC43A2, YAZ160, 人员参保关系转移信息ID

AC43A2, AAB299, 转出地行政区划代码

AC43A2, AAB114, 单位应缴实账标志

AC43A2, YAE082, 封存类型

AC43A2, YAE384, 注销人

AC43A2, YAE385, 注销时间

AC43A2, YAB557, 注销经办机构

AE03, AAZ003, 当事人银行账号ID

AE03, AAZ010, 当事人ID

AE03, AAZ065, 银行ID

AE03, AAE009, 户名

AE03, AAE010, 银行账号

AE03, YAB139, 参保所属机构

AE03, YAF011, 银行异地标志

AE03, AAE100, 当前有效标志

AE03, AAE011, 经办人

AE03, AAE036, 经办时间

AE03, YAB003, 经办所属机构

AE03A1, YAZ021, 当事人银行账号登记事件ID

AE03A1, AAZ003, 当事人银行账号ID

AE03A1, AAZ010, 当事人ID

AE03A1, AAZ065, 银行ID

AE03A1, AAE009, 户名

AE03A1, AAE010, 银行账号

AE03A1, YAB139, 参保所属机构

AE03A1, YAF011, 银行异地标志

AE03A1, AAZ002, 业务日志ID

AE03A1, AAE011, 经办人

AE03A1, AAE036, 经办时间

AE03A1, YAB003, 经办所属机构

AE03A1, AAE016, 复核标志

AE03A1, AAE014, 复核人

AE03A1, YAB004, 复核所属机构

AE03A1, AAE015, 复核时间

AE04, AAA082, 当事人银行账号用途类别

AE04, AAZ004, 当事人银行账号用途ID

AE04, AAE100, 当前有效标志

AE04, AAE140, 险种类型

AE04, AAZ003, 当事人银行账号ID

AE04, AAZ010, 当事人ID

AE04, AAE011, 经办人

AE04, AAE036, 经办时间

AE04, YAB003, 经办所属机构

AE04A1, YAZ022, 当事人银行账号用途事件ID

AE04A1, AAZ002, 业务日志ID

AE04A1, AAA082, 当事人银行账号用途类别

AE04A1, AAE100, 当前有效标志

AE04A1, AAE140, 险种类型

AE04A1, AAZ003, 当事人银行账号ID

AE04A1, AAZ010, 当事人ID

AE04A1, AAE011, 经办人

AE04A1, AAE036, 经办时间

AE04A1, YAB003, 经办所属机构

AE04A1, AAE013, 备注

AE04A1, AAE016, 复核标志

AE04A1, AAZ004, 当事人银行账号用途ID

AE04A1, AAE014, 复核人

AE04A1, YAB004, 复核所属机构

AE04A1, AAE015, 复核时间

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAE568, 人员核定明细ID

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAE567, 人员核定明细ID

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAC001, 人员ID

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAE003, 对应费款所属期

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAE140, 险种类型

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAA093, 承担缴费主体类型

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAE341, 筹资项目

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAA052, 定额征缴标志

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAA336, 基准缴费比例

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAA337, 浮动比例

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAD001, 应处理金额

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAD002, 已征集金额

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAD003, 实处理金额

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, YAE250, 账户处理标志

BIN$JUpSWpKzIungU9UKqMCfyQ==$0, AAE228, 到账日期

AC44A2, YAE568, 人员核定明细ID

AC44A2, YAE567, 人员核定明细ID

AC44A2, AAC001, 人员ID

AC44A2, AAE003, 对应费款所属期

AC44A2, AAE140, 险种类型

AC44A2, AAA093, 承担缴费主体类型

AC44A2, AAE341, 筹资项目

AC44A2, AAA052, 定额征缴标志

AC44A2, YAA336, 基准缴费比例

AC44A2, YAA337, 浮动比例

AC44A2, YAD001, 应处理金额

AC44A2, YAD002, 已征集金额

AC44A2, YAD003, 实处理金额

AC44A2, YAE250, 账户处理标志

AC44A2, AAE228, 到账日期

AC44A2, AAZ002, 业务日志ID

AC45A1, YAE568, 人员核定明细ID

AC45A1, YAE567, 人员核定明细ID

AC45A1, AAZ288, 征集通知ID

AC45A1, AAC001, 人员ID

AC45A1, AAE003, 对应费款所属期

AC45A1, AAE140, 险种类型

AC45A1, AAA093, 承担缴费主体类型

AC45A1, AAE341, 筹资项目

AC45A1, YAD001, 应处理金额

AC45A1, YAD003, 实处理金额

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE518, 当事人核定ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAZ083, 当事人征缴计划事件ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAC084, 险种离退休标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE078, 到账标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE079, 到账年月

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB001, 单位ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAC001, 人员ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAA115, 应缴类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE140, 险种类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE003, 对应费款所属期

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE002, 做账期号

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE041, 开始期号

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE042, 终止期号

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB119, 应缴人数

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB08A24, 职工工资总额

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB120, 个人缴费基数总额

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE579, 滞纳金征收标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE580, 滞纳金截止日期

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE581, 利息征收标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE582, 利息截止日期

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAA014, 基数模式

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB139, 参保所属机构

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB019, 单位管理类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB019, 单位类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB022, 行业代码

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAA149, 行业风险类别

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB021, 隶属关系

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB020, 经济类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE591, 退收类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE248, 数据来源

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE013, 备注

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE848, 原当事人核定ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE011, 经办人

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE036, 经办时间(DATE)

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB003, 经办所属机构

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAE100, 当前有效标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAB114, 单位应缴实账标志

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAZ002, 业务日志ID

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE082, 封存类型

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE384, 注销人

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAE385, 注销时间

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, YAB557, 注销经办机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE518, 当事人核定ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAZ083, 当事人征缴计划事件ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAC084, 险种离退休标志

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE078, 到账标志

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE079, 到账年月

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAC001, 人员ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAA115, 应缴类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE140, 险种类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE003, 对应费款所属期

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE002, 做账期号

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE041, 开始期号

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE042, 终止期号

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB119, 应缴人数

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB084, 职工工资总额

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB120, 个人缴费基数总额

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE579, 滞纳金征收标志

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE580, 滞纳金截止日期

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE581, 利息征收标志

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE582, 利息截止日期

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAA014, 基数模式

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB019, 单位类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB022, 行业代码

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAA149, 行业风险类别

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB021, 隶属关系

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB020, 经济类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE591, 退收类型

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE248, 数据来源

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE013, 备注

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAE848, 原当事人核定ID

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE011, 经办人

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE036, 经办时间(DATE)

BIN$IMc61jEBYJHgU9UKqMComQ==$0, YAB003, 经办所属机构

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAE100, 当前有效标志

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAB114, 单位应缴实账标志

AB09, YAE519, 当事人核定明细ID

AB09, YAE518, 当事人核定ID

AB09, AAE003, 对应费款所属期

AB09, AAE140, 险种类型

AB09, AAA093, 承担缴费主体类型

AB09, AAE341, 筹资项目

AB09, YAD001, 应处理金额

AB09, YAD002, 已征集金额

AB09, YAD003, 实处理金额

AB09, YAD004, 退帐金额

AB07, YAE519, 当事人核定明细ID

AB07, YAE518, 当事人核定ID

AB07, AAZ288, 征集通知ID

AB07, AAE003, 对应费款所属期

AB07, AAE140, 险种类型

AB07, AAA093, 承担缴费主体类型

AB07, AAE341, 筹资项目

AB07, YAD001, 应处理金额

AB07, YAD003, 实处理金额

AB07A2, YAE519, 当事人核定明细ID

AB07A2, YAE518, 当事人核定ID

AB07A2, AAZ288, 征集通知ID

AB07A2, AAE003, 对应费款所属期

AB07A2, AAE140, 险种类型

AB07A2, AAA093, 承担缴费主体类型

AB07A2, AAE341, 筹资项目

AB07A2, YAD001, 应处理金额

AB07A2, YAD003, 实处理金额

AB07A2, AAZ002, 业务日志ID

AB30, AAZ041, 单位参保登记事件ID

AB30, AAB001, 单位ID

AB30, AAE011, 经办人

AB30, AAE036, 经办时间

AB30, YAB003, 经办所属机构

AB30, AAZ002, 业务日志ID

AB30, AAE016, 复核标志

AB30, AAE014, 复核人

AB30, YAB004, 复核所属机构

AB30, AAE015, 复核时间

AC02, AAF022, 编制类型

AE70, AAB001, 单位ID

AE70, YAE608, 浮动费率变更类型

AE70, AAE013, 备注

AE70, YAB139, 参保所属机构

AE70, AAZ002, 业务日志ID

AE70, AAE016, 复核标志

AE70, AAE011, 经办人

AE70, AAE036, 经办时间

AE70, YAB003, 经办机构

AE70, AAE014, 复核人

